retrieval_run_id,question_id,question,category,ground_truth_video_ids_json,dense_first_relevant_rank,bm25_first_relevant_rank,hybrid_first_relevant_rank,hybrid_first_rank_delta_vs_dense,hybrid_first_rank_outcome,dense_chunks_to_full_coverage,bm25_chunks_to_full_coverage,hybrid_chunks_to_full_coverage,hybrid_full_coverage_rank_delta_vs_dense,dense_recall_at_10,bm25_recall_at_10,hybrid_recall_at_10,hybrid_top_10_overlap_count_with_dense,hybrid_top_10_new_count_vs_dense,dense_top_10_chunk_ids_json,bm25_top_10_chunk_ids_json,hybrid_top_10_chunk_ids_json,review_status
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-014,What is the difference between a Python list and a dictionary?,concept_explanation,"[""WPSeyjX1-4s""]",30,27,27,-3,improved,30,27,27,-3,0,0,0,7,3,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:35"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[""o9nW0uBqvEo:semantic_cosine_wp240_v1:60"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""nykOeWgQcHM:semantic_cosine_wp240_v1:17"",""FlGjISF3l78:semantic_cosine_wp240_v1:43"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-015,"According to the course, how is using the shell different from using the editor?",factual,"[""nykOeWgQcHM""]",1,25,4,3,worse,1,25,4,3,1,0,1,6,4,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:30"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:5"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:43"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""0jljZRnHwOI:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:38""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-016,"According to the course, what does an assertion check in a program?",factual,"[""9H6muyZjms0""]",1,1,1,0,equal,3,545,34,31,1,1,1,6,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""4WtaFLayz_w:semantic_cosine_wp240_v1:6""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:40"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""SE4P7IVCunE:semantic_cosine_wp240_v1:25""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:7""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-017,What does the course say is the purpose of exception handling?,factual,"[""9H6muyZjms0""]",3,2,2,-1,improved,5,4,4,-1,1,1,1,7,3,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""nykOeWgQcHM:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:50""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:45"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27"",""7lQXYl_L28w:semantic_cosine_wp240_v1:9""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:8"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:33""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-018,What does black-box testing examine according to the course?,factual,"[""9H6muyZjms0""]",2,1,1,-1,improved,2,1,1,-1,1,1,1,6,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:17""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""FlGjISF3l78:semantic_cosine_wp240_v1:57""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:16""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-019,"According to the lecture, what is the goal of bisection search?",factual,"[""6LOwPhPDwVc""]",1,7,4,3,worse,1,7,4,3,1,1,1,8,2,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""SE4P7IVCunE:semantic_cosine_wp240_v1:54""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:15"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:22""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-020,"How does the lecture use len, indexing, and slicing to inspect or extract parts of a string?",factual,"[""SE4P7IVCunE""]",1,1,1,0,equal,3,2,2,-1,1,1,1,7,3,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:12"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""SE4P7IVCunE:semantic_cosine_wp240_v1:20"",""RvRKT-jXvko:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""RvRKT-jXvko:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:52"",""nykOeWgQcHM:semantic_cosine_wp240_v1:20""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""ncpb4wIsQu8:semantic_cosine_wp240_v1:2""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-021,How does the course explain the role of Boolean comparisons in branching?,concept_explanation,"[""0jljZRnHwOI""]",1,2,1,0,equal,1,2,1,0,1,1,1,5,5,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:18"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""0jljZRnHwOI:semantic_cosine_wp240_v1:31"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29""]","[""0jljZRnHwOI:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""RvRKT-jXvko:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:60"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:18"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27""]","[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:16"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""0jljZRnHwOI:semantic_cosine_wp240_v1:19"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""0jljZRnHwOI:semantic_cosine_wp240_v1:32"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:55"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:32""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-022,Why is a dictionary more suitable than a list for key-value lookup?,concept_explanation,"[""WPSeyjX1-4s"",""7lQXYl_L28w""]",3,2,1,-2,improved,9,31,14,5,1,1,1,7,3,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""7lQXYl_L28w:semantic_cosine_wp240_v1:85"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:79"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:66""]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:60"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:62"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:62"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""7lQXYl_L28w:semantic_cosine_wp240_v1:85""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-023,How does the course explain abstraction when functions are used in a program?,concept_explanation,"[""6LOwPhPDwVc"",""MjbuarJ7SE0""]",6,2,2,-4,improved,12,66,18,6,1,1,1,8,2,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:9"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:3"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54""]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:6""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-025,How does the course explain the role of inheritance in object-oriented programming?,concept_explanation,"[""FlGjISF3l78""]",2,427,37,35,worse,2,427,37,35,1,0,0,4,6,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:32"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""8s0d87sjy1A:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:34"",""FlGjISF3l78:semantic_cosine_wp240_v1:31"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:16"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:8"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:10"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""FlGjISF3l78:semantic_cosine_wp240_v1:19"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""FlGjISF3l78:semantic_cosine_wp240_v1:9""]","[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:8"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-026,What happens when a list element is accessed using an index?,code_behavior,"[""o9nW0uBqvEo"",""-DP1i2ZU9gk""]",1,4,1,0,equal,4,36,10,6,1,1,1,5,5,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:5"",""7lQXYl_L28w:semantic_cosine_wp240_v1:20"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:34""]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:4"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""RvRKT-jXvko:semantic_cosine_wp240_v1:32"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""7lQXYl_L28w:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:42"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:2"",""7lQXYl_L28w:semantic_cosine_wp240_v1:14""]","[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""RvRKT-jXvko:semantic_cosine_wp240_v1:32"",""7lQXYl_L28w:semantic_cosine_wp240_v1:31"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:62"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:2"",""RvRKT-jXvko:semantic_cosine_wp240_v1:27"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:67""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-027,How does a for loop process the characters in a string?,code_behavior,"[""SE4P7IVCunE""]",3,20,8,5,worse,3,20,8,5,1,0,1,7,3,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:6""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:51"",""SE4P7IVCunE:semantic_cosine_wp240_v1:8"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""0jljZRnHwOI:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:75""]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""RvRKT-jXvko:semantic_cosine_wp240_v1:15"",""SE4P7IVCunE:semantic_cosine_wp240_v1:26""]",pending_human_decision
