question_id,candidate_rank,video_id,title,source_segment_start_index,source_segment_end_index,start_second,end_second,start_transcript_text,end_transcript_text,transcript_excerpt,cosine_score,candidate_status,review_instruction
mit60001-q-017,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",595,607,1667.834,1704.87,"Like if you want to print,
oh, the program finished,","That's not actually
a very good idea.","Like if you want to print,
oh, the program finished,
or if you want to close a
file, or something like that.
So.
We've encountered errors.
We've caught them.
What else can we do with
errors-- with exceptions.
Three other things.
So one is if we've
caught an error,
we can just fail silently.
What this means is,
you've caught an error,
and you just substitute whatever
erroneous value the user gave
you for some other value.
That's not actually
a very good idea.",0.531605,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-017,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",582,594,1624.21,1667.834,talk about them anyway.,"And it's usually used
to clean up code.","talk about them anyway.
So you could have an else block.
And an else block is
going to get executed
when the code in the
try block finished
without raising an error.
And you can also
have a finally block,
which is always executed.
If the code in the try block
finished without an error,
if you raised an
exception, if you raised
a different kind of exception,
if you went through the else,
in any of these cases,
whatever's in the finally block
is always going to get executed.
And it's usually used
to clean up code.",0.521182,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-017,3,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",490,503,1310.26,1353.7,of some unexpected condition.,"In Python, you can actually
have handlers for exceptions.","of some unexpected condition.
And when that happens
you get an exception.
So the error is
called an exception.
And it's called an exception
because it was an exception
to what was expected.
To what the program expected.
So all of these errors
that I've talked
about in the previous
slides are actually
examples of exceptions.
And there are actually
many other types
of exceptions, which you'll
see as you go on in this course
and also in 60002.
So how do we deal
with these exceptions?
In Python, you can actually
have handlers for exceptions.",0.519147,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-017,4,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",642,654,1799.8,1842.452,"So this is how you create
control flow in your programs","like ""user entered a negative
number"" or something like that.","So this is how you create
control flow in your programs
with exceptions.
So in Python, signaling
an error condition
means raising your
own exception.
So so far we've just seen
the programs crashing,
which means they
raise an exception
and then you deal with them.
But in this last case, you're
raising your own exception.
As a way to use that exception
later on in the code.
So in Python, you raise
your own exception
using this raise keyword
and then an exception.
And then some sort
of description,
like ""user entered a negative
number"" or something like that.",0.5146,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-017,5,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",537,548,1461.39,1510.09,"it's going to give
a value error.","So bug in user input is nicer
than this whole lot here.","it's going to give
a value error.
Now if I run the same
piece of code with
try-- with a try except block.
I run it, if I give it
regular numbers, it's fine.
But if I'm being a cheeky
user, and I say three,
automatically this would
have raised the value error
in the previous
version of the program.
But in this version
of the program,
the programmer
handled the exception
or caught the
exception, and printed
out this nicer looking message.
So bug in user input is nicer
than this whole lot here.",0.488865,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-018,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",216,227,508.13,541.32,"do, the greater the likelihood
that your program is correct.","with some test cases that hit
upon all of the possible paths","do, the greater the likelihood
that your program is correct.
But there's actually two more
rigorous ways to do testing.
And one is black box
testing and the other one
is glass box testing.
In black box testing,
you're assuming
you have the specifications
to a function.
So that's the docstring.
All you're looking at is
the docstring and coming
up with some test
cases based on that.
In glass box testing,
you have the code
itself and you're
trying to come up
with some test cases that hit
upon all of the possible paths",0.529267,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-018,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",241,252,577.18,613.72,"The test cases that you come
up with for this function","So the important thing
about black box testing","The test cases that you come
up with for this function
are going to be
exactly the same.
Right?
No matter what the
implementation.
So for this particular
function, here's a sample set.
We check the boundary,
we check perfect squares,
we can check some number
that's less than 1,
we can check maybe irrationals,
and then you do extreme tests.
So when either epsilon is
really large or epsilon
is really small, or x is really
large or x is really small,
and all the possible
combinations of those.
So the important thing
about black box testing",0.508393,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-018,3,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",228,240,541.32,577.18,through the code.,"that can use bisection
method, it doesn't matter.","through the code.
All right.
Let's look at an example
for black box testing.
I'm finding the square root of
x to some close enough value
given by this epsilon.
And the idea here,
notice I don't actually
give you how this
function's implemented.
The idea is that you're
just figuring out test cases
based on the specification.
And the great thing
about black box testing
is that whoever implements
this function can implement it
in whatever way they wish, they
can use approximation method,
that can use bisection
method, it doesn't matter.",0.43826,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-018,4,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",167,178,375.98,412.23,"So this is pairs
of input and output","At that point, you do
regression testing.","So this is pairs
of input and output
for what you expect
the program to do.
Once you have your test cases
and a piece of code that runs,
you can start doing tests.
So there's three general classes
of tests that you can do.
The first is called
unit testing.
And if you've written functions,
unit testings-- testing just
makes sure that, for example,
each function runs according
to the specifications.
So you do this multiple times.
As you're testing each
function, you might find a bug.
At that point, you do
regression testing.",0.417772,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-018,5,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",0,12,0.79,44.1,"The following content is
provided under a Creative","So before we begin, let's start
with an analogy to sort of come","The following content is
provided under a Creative
Commons license.
Your support will help
MIT OpenCourseWare
continue to offer high quality
educational resources for free.
To make a donation, or
view additional materials
from hundreds of MIT courses,
visit MIT OpenCourseWare
at ocw.mit.edu
PROFESSOR: All right, everyone.
Good afternoon.
Let's get started.
So today's lecture will be on
testing, debugging, and then
exceptions and assertions.
So before we begin, let's start
with an analogy to sort of come",0.374166,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-019,1,6LOwPhPDwVc,12. Searching and Sorting,38,49,113.6,142.04,"And we saw simple things
like exhaustive enumeration.","and I want to know how do I
find a particular student,","And we saw simple things
like exhaustive enumeration.
We'd go through all
the possibilities.
We saw our first version
of bisection search
there, where you would
do approximations.
Newton-Raphson-- these are all
examples of a search algorithm
where the collection
is implicit.
So all the numbers between some
point that some other point.
More common is a
search algorithm
where the collection
is explicit.
I don't know.
For example, I've got all
the data records of students
and I want to know how do I
find a particular student,",0.66331,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-019,2,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",743,752,2356.04,2394.58,"0, 1, 2, 3, 4, and so on?","So we have our
original search space.","0, 1, 2, 3, 4, and so on?
So with guess and check,
it would have taken me
76 guesses to get to the number,
whereas, with this bisection
search, that I just
did, it only took me 6.
Isn't that cool?
So that means that the
larger the space actually
is, that I need to
search, the better it
is to use bisection search,
this bisection search method.
So that's basically what
I'm illustrating here.
So we have our
original search space.",0.623509,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-019,3,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",753,763,2394.58,2434.741,"We're going to choose a
guess halfway, eliminate",and the high boundary was 100.,"We're going to choose a
guess halfway, eliminate
half of the guesses.
Then we're going look in
the remaining interval,
eliminate half the guesses,
and so on and so on.
So then this is the code
for bisection search.
Also looks intimidating,
but it's not so bad.
So we're initializing a
bunch of stuff up here.
The most important couple
of things we're initializing
are, first of all, this high
and this low boundaries.
So with the guessing game,
the low boundary was 0,
and the high boundary was 100.",0.612701,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-019,4,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",407,418,1345.2,1375.94,"in the context of solving
one problem, which","let's say you can guess a
starting value for a solution.","in the context of solving
one problem, which
is finding the cube root.
The first algorithm
is guess and check,
then we're going to look at
an approximation algorithm,
and then a bisection search.
So the first is the
guess and check method.
You might have done this,
in math, in high school.
The guess and check method
is also sometimes called
exhaustive enumeration.
And you'll see why.
So given a problem, let's say,
find the cube root of a number,
let's say you can guess a
starting value for a solution.",0.60714,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-019,5,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",775,785,2464.25,2502.55,"Well, when we're doing
by bisection search,","to epsilon-- as long as my
guess is not good enough,","Well, when we're doing
by bisection search,
here, we don't care about that.
We're just going to do
floating point division,
because we want decimal numbers.
So I have a low boundary
and a high boundary.
And I figured out
my halfway point.
Then I have this
while loop here.
A while loop is similar to the
approximation method, where,
as long as I don't have a
guest that's good enough--
so this, depicted by
this greater or equal
to epsilon-- as long as my
guess is not good enough,",0.541003,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-020,1,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",27,38,81.31,116.93,"So we're going to see a
couple of more operations","And we can do all of these
operations on string objects,","So we're going to see a
couple of more operations
that you can do on strings
and string objects.
And then we're going
to talk about three
different algorithms,
a guess and check
algorithm, an
approximate solution
algorithm, and a bisection
method algorithm.
So let's dive right in.
We'll talk a little bit
about strings, first.
So strings, we thought of them
as sequences of characters,
case sensitive, as we saw in
programs we wrote last lecture.
And strings are objects.
And we can do all of these
operations on string objects,",0.617735,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-020,2,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",13,26,46.54,81.31,"Last time, we talked about
strings as a new object type,","Today, we're going to talk a
little bit more about strings.","Last time, we talked about
strings as a new object type,
as sequences of characters.
And then we introduced
two new concepts
that allowed us to
write slightly more
complicated programs.
So we introduced branching, with
these keywords, if, elif, else.
And branching allowed
us to write programs
that, us, as programmers,
could introduce decisions
into our programs.
And then we introduced two
different kinds of loops,
while loops and for loops.
And those also added a
little bit of complexity
to our programs.
Today, we're going to talk a
little bit more about strings.",0.580987,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-020,3,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",11,21,44.63,78.92,"Quick, quick recap of
what we did last time.","that you can implement the
different implementations","Quick, quick recap of
what we did last time.
So last time we did a little
bit more string manipulations,
and then we saw how you can
use for loops over strings
directly.
So instead of having for
loops that iterate over
range-- so 0, 1, 2,
3, 4, and so on--
you saw that it was more
powerful to sometimes use
for loops that iterate over
string objects directly.
So that was the first
half of the lecture.
In the second half, we started
looking at different ways
that you can implement the
different implementations",0.573718,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-020,4,0jljZRnHwOI,2. Branching and Iteration,26,37,82.0,116.53,"So we saw integers,
floats, and Booleans.","So strings are a
new object type.","So we saw integers,
floats, and Booleans.
And then we did a couple of
simple operations with them.
Today, we're going to
look at a different--
a new type of object
called a string.
And then we're
going to introduce
some more powerful things
in our programming toolbox.
So we're going to look at how
to branch within a program,
and how to make things-- how
to make the computer repeat
certain tasks
within our program.
All right.
So let's begin by
looking at strings.
So strings are a
new object type.",0.553344,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-020,5,-DP1i2ZU9gk,8. Object Oriented Programming,652,662,1947.72,1981.97,"to customize your classes which
can add some cool functionality","this is going to
tell Python when","to customize your classes which
can add some cool functionality
to them.
So these special
operators are going
to be things like
addition, subtraction,
using the equal equal sign,
greater than, less than,
length and so on and so on.
So just like str,
if you implement
any of these in your classes,
this is going to tell Python.
So for example, if we've
implemented this underscore,
underscore, add, underscore,
underscore in our class,
this is going to
tell Python when",0.50606,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-021,1,0jljZRnHwOI,2. Branching and Iteration,332,341,1030.329,1060.99,"to motivate why we would want
to do branching in our code.","So one way to think about
it is all I wanted to do","to motivate why we would want
to do branching in our code.
And I think after this lecture,
you'll be able to sort of code
up this algorithm that
I'm going to explain.
So most of us see MIT as a maze.
I first did when I came here.
When I first came
here, obviously, I
signed up for the free
food mailing list.
And MIT, being a maze, I
had no idea where to go,
what the shortest
path was to free food.
So one way to think about
it is all I wanted to do",0.508193,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-021,2,0jljZRnHwOI,2. Branching and Iteration,320,331,990.62,1030.329,"So that's just going to compare
them, lexicographically.","I'm going to go through
sort of a little example","So that's just going to compare
them, lexicographically.
So does it come first
in the alphabet?
So we can even test that out.
We can say, is a greater than b?
And it's false.
So b comes later in
the alphabet than a.
OK.
So now we have ways
to do the tests.
So we can add some branching
to our programming toolbox
now that we have
ways to do tests.
This is a map of MIT.
I'm going to go through
sort of a little example",0.499523,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-021,3,FlGjISF3l78,9. Python Classes and Inheritance,883,894,2721.43,2753.53,"to the second parent
of second rabbit","So if, instead of
comparing the IDs in here,","to the second parent
of second rabbit
or getting the
combinations of those two.
So that's what these
two Booleans are doing.
So these are going
to tell me-- these
are going to be Boolean
values, either True or False.
And I'm going to
return either they
have the same
parents of that type
or the same parents
criss-crossed, OK?
So here, notice
that I'm actually
comparing the IDs of the
rabbits as opposed to the Rabbit
objects directly, OK?
So if, instead of
comparing the IDs in here,",0.453299,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-021,4,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",266,276,654.36,678.97,"going through three times, four
times, five times, and so on.","For for loops, make sure
you have a test case where","going through three times, four
times, five times, and so on.
Right?
Which could be a
very, very big test.
So instead there are
actually some guidelines
for when you're dealing with
loops and things like that.
So for branches, when you're
doing glass box testing,
it's important-- you
should just exercise
all of the parts
of the conditional.
So make sure you
have a test case that
goes through each part
of the conditional.
For for loops, make sure
you have a test case where",0.445645,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-021,5,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",288,300,717.89,753.45,"So a path complete
test set means",Minus 1.,"So a path complete
test set means
that you want to
have a test that
goes through each one
of these branches.
So if x is less than
minus 1, well, minus 2
is less than minus 1.
So that's good.
And otherwise, which means pick
a number greater than minus 1.
So 2.
So 2 and minus 2
are path complete.
Yield path complete-- yields
a path complete test suite.
But notice that while we've
hit upon every possible path
through this code, we've
actually missed a test case.
Minus 1.",0.440835,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-022,1,WPSeyjX1-4s,6. Recursion and Dictionaries,862,872,2368.54,2394.254,"The values could be lists, they
could be other data structures,","need to be immutable,
which also makes sense.","The values could be lists, they
could be other data structures,
they could even be
other dictionaries.
They can be anything,
which is great.
The keys, the first part of it
are a little more structure.
They need to be unique.
Well duh, that make sense.
If I have that same key in
two places in the dictionary,
when I go to look
it up, how am I
going to know which one I want?
So it needs to be
unique, and they also
need to be immutable,
which also makes sense.",0.730924,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-022,2,WPSeyjX1-4s,6. Recursion and Dictionaries,852,861,2338.21,2368.54,"in a dictionary, because it
returns this set of keys,","with different people,
that's perfectly fine.","in a dictionary, because it
returns this set of keys,
and I can test to see
something's in there.
I can similarly get
all of the values
if I wanted to look at them,
giving us out two iterables.
Here are the key things to keep
in mind about dictionaries.
The values can be anything,
any type, mutable, immutable.
They could be duplicates.
That'd actually makes sense,
I could have the same value
associated, for example,
the same grade associated
with different people,
that's perfectly fine.",0.706213,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-022,3,7lQXYl_L28w,"11. Understanding Program Efficiency, Part 2",1147,1159,2926.03,2952.358,"A dictionary actually
uses a clever indexing","So we'll see you
all on Wednesday.","A dictionary actually
uses a clever indexing
scheme called a hash.
But in the worst case,
this is going to be linear.
So you see a trade-off.
For dictionaries,
I get more power.
I get more flexibility.
But it comes as a cost.
And so these,
basically, are what
let me reason on
top of the things
I've been doing to
figure out complexity.
And next time, we'll do
the last piece of this
when we look at sorting.
So we'll see you
all on Wednesday.",0.654451,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-022,4,7lQXYl_L28w,"11. Understanding Program Efficiency, Part 2",1137,1146,2901.4,2926.03,"It gave me a power in
terms of storing them.","It's a slight misstatement,
as we'll see later on.","It gave me a power in
terms of storing them.
But as a consequence, some
of the costs then go up.
For a list, indexing, going
to a particular point,
I just go to that
spot and retrieve it.
Indexing into a
dictionary, I have
to find that point in the
dictionary that has the key
and get the value back.
So that's going to be
linear, because I have to,
in principle, walk
all the way down it.
It's a slight misstatement,
as we'll see later on.",0.644264,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-022,5,WPSeyjX1-4s,6. Recursion and Dictionaries,883,894,2418.67,2451.17,"They are simply stored
arbitrarily by the Python",got seven minutes to go here.,"They are simply stored
arbitrarily by the Python
as it puts them in.
So if I compare these two, lists
or ordered sequences indexed
by integers, I look them
up by integer index,
and the indices have to have
an order as a consequence.
Dictionaries are this
nice generalization,
arbitrarily match
keys to values.
I simply look up one
item by looking up things
under the appropriate key.
All I require is that the
keys have to be immutable.
OK, I want to do
two last things I've
got seven minutes to go here.",0.590031,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-023,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",116,130,246.92,277.98,That's the reality.,Right?,"That's the reality.
OK.
So today's lecture will go
over some tips and tricks
and debugging and how you can
help make your life easier
when you're writing
programs so you don't end up
like this little girl here.
Disappointed beyond belief.
All right.
So at the heart of
it all is really
starting with a defensive
programming attitude.
OK.
And this comes back to
the idea of decomposition
and abstraction that we talked
about when we started-- when we
did the lecture on functions.
Right?",0.633887,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-023,2,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",0,13,0.79,46.544,"The following content is
provided under a Creative",functions in our programs.,"The following content is
provided under a Creative
Commons license.
Your support will help
MIT OpenCourseWare
continue to offer high quality
educational resources for free.
To make a donation or
view additional materials
from hundreds of MIT courses,
visit MIT OpenCourseWare
at ocw.mit.edu.
PROFESSOR: Quick, quick recap
of what we did last time.
So last time we introduced
this idea of decomposition
and abstraction.
And we started putting
that into our programs.
And these were sort of
high level concepts,
and we achieved them using
these concrete things called
functions in our programs.",0.563353,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-023,3,6LOwPhPDwVc,12. Searching and Sorting,1099,1109,2665.1,2691.15,"There are ways of
thinking about problems.","to modularize systems,
to capture combinations","There are ways of
thinking about problems.
We've given you abstraction, the
idea of capture a computation,
bury it in a procedure.
You now have a contract.
You don't need to know what
happens inside the procedure
as long as it delivers the
answer it says it would.
Or another way of saying
it, you can delegate it
to somebody and trust
that you're going
to get what you like out of it.
We've seen classes and
methods as a wonderful way
to modularize systems,
to capture combinations",0.562135,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-023,4,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",179,190,517.97,548.63,"Benefit of this is it
keeps your code organized",but that's later.,"Benefit of this is it
keeps your code organized
and it keeps your code coherent.
So functions are going to be
used to achieve decomposition
and to create
structure in our code.
We're going to see functions
today in this lecture,
and in a few weeks, you're
going to actually see--
when we talk about object
oriented programming-- how
you can achieve
decomposition with classes.
And with classes you can
create your own object types
like adding some floats.
You can create your own object
types for whatever you want,
but that's later.",0.559095,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-023,5,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",80,93,245.55,280.32,"and it'll help others if they
want to look at your code",Quick show of hands.,"and it'll help others if they
want to look at your code
later on if they find it useful.
So today we're introducing
this idea of functions.
And functions are
mechanisms to achieve
decomposition and abstraction.
So these are two
key words here that
are going to pop up
in today's lecture
and also in future lectures.
So before I introduce
decomposition and abstraction
in the context of
functions, let's
first take a look at just
sort of a real-life example.
So let's take a projector.
I'm using one right now.
Quick show of hands.",0.549002,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-024,1,7lQXYl_L28w,"11. Understanding Program Efficiency, Part 2",1147,1159,2926.03,2952.358,"A dictionary actually
uses a clever indexing","So we'll see you
all on Wednesday.","A dictionary actually
uses a clever indexing
scheme called a hash.
But in the worst case,
this is going to be linear.
So you see a trade-off.
For dictionaries,
I get more power.
I get more flexibility.
But it comes as a cost.
And so these,
basically, are what
let me reason on
top of the things
I've been doing to
figure out complexity.
And next time, we'll do
the last piece of this
when we look at sorting.
So we'll see you
all on Wednesday.",0.677922,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-024,2,WPSeyjX1-4s,6. Recursion and Dictionaries,790,801,2157.2,2188.21,"And we're going to
index just by the name","and the string b, followed
by a comma which separates it","And we're going to
index just by the name
or the label as we go into it.
So let me show
you some examples.
First of all, to create a
dictionary I use curly braces,
open closed curly brace,
so an empty dictionary
would be simply that call.
If I want to create
an actual dictionary,
before I insert
things into it, I
use a little bit of
a funky notation.
It is a key or a label,
a colon, and then
a value, in this
case the string Ana
and the string b, followed
by a comma which separates it",0.55764,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-024,3,WPSeyjX1-4s,6. Recursion and Dictionaries,852,861,2338.21,2368.54,"in a dictionary, because it
returns this set of keys,","with different people,
that's perfectly fine.","in a dictionary, because it
returns this set of keys,
and I can test to see
something's in there.
I can similarly get
all of the values
if I wanted to look at them,
giving us out two iterables.
Here are the key things to keep
in mind about dictionaries.
The values can be anything,
any type, mutable, immutable.
They could be duplicates.
That'd actually makes sense,
I could have the same value
associated, for example,
the same grade associated
with different people,
that's perfectly fine.",0.528921,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-024,4,WPSeyjX1-4s,6. Recursion and Dictionaries,811,819,2218.12,2247.01,"So if that's my key, I can
say, what's John's grade,","we can add entries just
like we would do with lists.","So if that's my key, I can
say, what's John's grade,
notice the call, it's grades,
which is in my dictionary,
open close square brackets,
with the label John.
And what it does, it goes in and
finds that in the dictionary,
returns the value
associated with it.
If I ask for something
not in the dictionary,
it's going to give
me a key error.
Other things we can
do with dictionaries,
we can add entries just
like we would do with lists.",0.520466,candidate_requires_human_source_review,Read source before accepting any video/time range.
