reranking_run_id,retrieval_method,question_id,candidate_depth,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,score_type,top_3_chunk_ids_json,top_3_scores_json,top_3_relevant_flags_json,top_10_chunk_ids_json,top_10_scores_json,top_10_relevant_flags_json
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-006,50,1,1.0,1,dense_cosine,"[""o9nW0uBqvEo:semantic_cosine_wp240_v1:14"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28""]","[0.62421066,0.6010201,0.60051489]","[true,true,false]","[""o9nW0uBqvEo:semantic_cosine_wp240_v1:14"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:10"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:12"",""7lQXYl_L28w:semantic_cosine_wp240_v1:11"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:19"",""7lQXYl_L28w:semantic_cosine_wp240_v1:81"",""7lQXYl_L28w:semantic_cosine_wp240_v1:37"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:0""]","[0.62421066,0.6010201,0.60051489,0.59497017,0.58645076,0.54432809,0.53716224,0.53459287,0.53203529,0.52620655]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-006,50,3,0.333333333,3,cross_encoder_raw_logit,"[""o9nW0uBqvEo:semantic_cosine_wp240_v1:12"",""7lQXYl_L28w:semantic_cosine_wp240_v1:3"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13""]","[2.03564644,1.75257802,0.93600929]","[false,false,true]","[""o9nW0uBqvEo:semantic_cosine_wp240_v1:12"",""7lQXYl_L28w:semantic_cosine_wp240_v1:3"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:2"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:10"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:81"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:19"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:30"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:25""]","[2.03564644,1.75257802,0.93600929,0.78009999,0.32396466,-0.03209971,-0.25136054,-0.98597288,-2.94595575,-3.70360231]","[false,false,true,false,false,true,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-007,50,6,0.166666667,6,dense_cosine,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""nykOeWgQcHM:semantic_cosine_wp240_v1:54""]","[0.5289821,0.50988829,0.48390615]","[false,false,false]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""nykOeWgQcHM:semantic_cosine_wp240_v1:54"",""2__KumJsGXc:semantic_cosine_wp240_v1:1"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:42"",""nykOeWgQcHM:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:51""]","[0.5289821,0.50988829,0.48390615,0.44785899,0.44680604,0.44353664,0.43961686,0.43480277,0.43388814,0.43332437]","[false,false,false,false,false,true,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-007,50,1,1.0,1,cross_encoder_raw_logit,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""nykOeWgQcHM:semantic_cosine_wp240_v1:50""]","[1.83850574,1.71948946,0.91236794]","[true,false,false]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""nykOeWgQcHM:semantic_cosine_wp240_v1:50"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:18"",""nykOeWgQcHM:semantic_cosine_wp240_v1:55"",""nykOeWgQcHM:semantic_cosine_wp240_v1:54"",""0jljZRnHwOI:semantic_cosine_wp240_v1:3"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46""]","[1.83850574,1.71948946,0.91236794,-1.48204768,-1.90350175,-2.28380251,-2.83048391,-3.562994,-4.51419544,-5.1437192]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-008,50,2,0.5,22,dense_cosine,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""nykOeWgQcHM:semantic_cosine_wp240_v1:55"",""FlGjISF3l78:semantic_cosine_wp240_v1:57""]","[0.50850785,0.50183249,0.50179362]","[false,true,false]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""nykOeWgQcHM:semantic_cosine_wp240_v1:55"",""FlGjISF3l78:semantic_cosine_wp240_v1:57"",""SE4P7IVCunE:semantic_cosine_wp240_v1:16"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""0jljZRnHwOI:semantic_cosine_wp240_v1:4"",""FlGjISF3l78:semantic_cosine_wp240_v1:55"",""FlGjISF3l78:semantic_cosine_wp240_v1:26"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:52"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:53""]","[0.50850785,0.50183249,0.50179362,0.48385242,0.45788276,0.44830441,0.43329811,0.42991012,0.42501003,0.41892242]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-008,50,2,0.5,19,cross_encoder_raw_logit,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""nykOeWgQcHM:semantic_cosine_wp240_v1:55"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25""]","[-0.85764563,-3.42527103,-3.59140825]","[false,true,false]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:53"",""nykOeWgQcHM:semantic_cosine_wp240_v1:55"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""RvRKT-jXvko:semantic_cosine_wp240_v1:16"",""SE4P7IVCunE:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:4"",""0jljZRnHwOI:semantic_cosine_wp240_v1:3"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:42"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51""]","[-0.85764563,-3.42527103,-3.59140825,-4.62245369,-4.85092878,-5.55025387,-5.6311965,-5.66094875,-5.85205746,-6.32724857]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-009,50,1,1.0,1,dense_cosine,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:45"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22""]","[0.62115586,0.57884818,0.57795382]","[true,false,false]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:41"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:45"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:35"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:49"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:27"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:24""]","[0.62115586,0.57884818,0.57795382,0.55144298,0.54616266,0.54391038,0.52360511,0.5203445,0.50615644,0.50489253]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-009,50,18,0.055555556,18,cross_encoder_raw_logit,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:49"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23""]","[-1.29436517,-1.45912397,-3.18477082]","[false,false,false]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:49"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""QaOHeMnpnmU:semantic_cosine_wp240_v1:1"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:51"",""QaOHeMnpnmU:semantic_cosine_wp240_v1:2"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:25"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:45""]","[-1.29436517,-1.45912397,-3.18477082,-3.31051874,-3.3637774,-3.99871778,-4.38165283,-4.74258471,-5.56923342,-5.75337029]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-010,50,12,0.083333333,12,dense_cosine,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:2"",""RvRKT-jXvko:semantic_cosine_wp240_v1:48"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[0.56604707,0.53874242,0.52488363]","[false,false,false]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:2"",""RvRKT-jXvko:semantic_cosine_wp240_v1:48"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:6"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:13""]","[0.56604707,0.53874242,0.52488363,0.4447428,0.43061721,0.40145403,0.38420266,0.38302183,0.37517944,0.36922339]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-010,50,2,0.5,2,cross_encoder_raw_logit,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:21"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65""]","[3.58389568,2.49997807,0.30299753]","[false,true,false]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:21"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""RvRKT-jXvko:semantic_cosine_wp240_v1:48"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""SE4P7IVCunE:semantic_cosine_wp240_v1:13"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:16""]","[3.58389568,2.49997807,0.30299753,0.09036084,-0.3855916,-0.52096796,-2.16566706,-2.60173941,-4.50529957,-5.00202751]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-014,50,30,0.033333333,30,dense_cosine,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24""]","[0.6275661,0.62366724,0.58087552]","[false,false,false]","[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:35"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[0.6275661,0.62366724,0.58087552,0.57847297,0.5774489,0.57150763,0.56315696,0.53834504,0.53326559,0.52786136]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-014,50,32,0.03125,32,cross_encoder_raw_logit,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2""]","[0.47861189,-0.3545323,-0.57854044]","[false,false,false]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:66"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:48"",""nykOeWgQcHM:semantic_cosine_wp240_v1:42"",""RvRKT-jXvko:semantic_cosine_wp240_v1:26""]","[0.47861189,-0.3545323,-0.57854044,-0.71306431,-0.81516623,-1.43226945,-1.52201247,-1.80282295,-1.91511059,-1.93169844]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-015,50,1,1.0,1,dense_cosine,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""nykOeWgQcHM:semantic_cosine_wp240_v1:44""]","[0.47426686,0.41030094,0.34014827]","[true,false,false]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:30"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:5"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[0.47426686,0.41030094,0.34014827,0.33436307,0.32796788,0.31255776,0.31245953,0.30965593,0.30283046,0.30116498]","[true,false,false,false,false,false,false,false,false,false]"
