retrieval_run_id,chunking_config_id,question_id,question,category,ground_truth_range_count,ground_truth_video_ids_json,corpus_chunk_count,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,recall_at_1,evidence_ranges_covered_at_1,evidence_range_recall_at_1,full_evidence_coverage_at_1,recall_at_3,evidence_ranges_covered_at_3,evidence_range_recall_at_3,full_evidence_coverage_at_3,recall_at_5,evidence_ranges_covered_at_5,evidence_range_recall_at_5,full_evidence_coverage_at_5,recall_at_10,evidence_ranges_covered_at_10,evidence_range_recall_at_10,full_evidence_coverage_at_10,top_10_chunk_ids_json,top_10_scores_json,top_10_video_ids_json,top_10_start_seconds_json,top_10_end_seconds_json,top_10_relevant_flags_json,top_10_covered_range_indices_json,manual_judgment
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-014,What is the difference between a Python list and a dictionary?,concept_explanation,1,"[""WPSeyjX1-4s""]",548,7,0.142857143,7,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,1,1.0,1,"[""RvRKT-jXvko:fixed_wp240_o48_v1:14"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:4"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:21"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:33"",""WPSeyjX1-4s:fixed_wp240_o48_v1:39"",""RvRKT-jXvko:fixed_wp240_o48_v1:15"",""WPSeyjX1-4s:fixed_wp240_o48_v1:40"",""RvRKT-jXvko:fixed_wp240_o48_v1:26"",""RvRKT-jXvko:fixed_wp240_o48_v1:29"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:2""]","[0.58603728,0.5570392,0.55065691,0.53553033,0.53515673,0.52919161,0.52517903,0.52272761,0.51576114,0.51449871]","[""RvRKT-jXvko"",""-DP1i2ZU9gk"",""-DP1i2ZU9gk"",""-DP1i2ZU9gk"",""WPSeyjX1-4s"",""RvRKT-jXvko"",""WPSeyjX1-4s"",""RvRKT-jXvko"",""RvRKT-jXvko"",""-DP1i2ZU9gk""]","[1009.75,293.63,1557.62,2467.68,2335.91,1066.72,2394.254,1817.88,2035.41,159.23]","[1070.846,364.34,1625.16,2497.08,2394.254,1138.28,2451.17,1896.05,2109.64,223.67]","[false,false,false,false,false,false,true,false,false,false]","[[],[],[],[],[],[],[1],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-015,"According to the course, how is using the shell different from using the editor?",factual,1,"[""nykOeWgQcHM""]",548,7,0.142857143,7,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,1,1.0,1,"[""nykOeWgQcHM:fixed_wp240_o48_v1:27"",""nykOeWgQcHM:fixed_wp240_o48_v1:5"",""RvRKT-jXvko:fixed_wp240_o48_v1:23"",""SE4P7IVCunE:fixed_wp240_o48_v1:0"",""RvRKT-jXvko:fixed_wp240_o48_v1:25"",""Y6J8I056Ffw:fixed_wp240_o48_v1:0"",""nykOeWgQcHM:fixed_wp240_o48_v1:23"",""WPSeyjX1-4s:fixed_wp240_o48_v1:0"",""P-0w8xWcnDQ:fixed_wp240_o48_v1:0"",""nykOeWgQcHM:fixed_wp240_o48_v1:17""]","[0.43374217,0.3210327,0.30534041,0.2856496,0.2748037,0.27324969,0.26749951,0.26588967,0.25528848,0.25466484]","[""nykOeWgQcHM"",""nykOeWgQcHM"",""RvRKT-jXvko"",""SE4P7IVCunE"",""RvRKT-jXvko"",""Y6J8I056Ffw"",""nykOeWgQcHM"",""WPSeyjX1-4s"",""P-0w8xWcnDQ"",""nykOeWgQcHM""]","[1967.24,329.0,1616.37,0.79,1749.57,0.79,1673.21,0.79,0.79,1210.79]","[2042.41,391.97,1677.327,81.31,1818.84,61.948,1750.105,80.41,71.35,1296.72]","[false,false,false,false,false,false,true,false,false,false]","[[],[],[],[],[],[],[1],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-016,"According to the course, what does an assertion check in a program?",factual,3,"[""9H6muyZjms0""]",548,1,1.0,4,1,1,0.333333333,0,1,2,0.666666667,0,1,3,1.0,1,1,3,1.0,1,"[""9H6muyZjms0:fixed_wp240_o48_v1:31"",""9H6muyZjms0:fixed_wp240_o48_v1:32"",""nykOeWgQcHM:fixed_wp240_o48_v1:16"",""9H6muyZjms0:fixed_wp240_o48_v1:33"",""0jljZRnHwOI:fixed_wp240_o48_v1:18"",""9H6muyZjms0:fixed_wp240_o48_v1:15"",""WPSeyjX1-4s:fixed_wp240_o48_v1:10"",""9H6muyZjms0:fixed_wp240_o48_v1:8"",""0jljZRnHwOI:fixed_wp240_o48_v1:16"",""0jljZRnHwOI:fixed_wp240_o48_v1:20""]","[0.61929184,0.59503096,0.515885,0.50365716,0.44175339,0.42692411,0.42203552,0.4086175,0.40513933,0.4011969]","[""9H6muyZjms0"",""9H6muyZjms0"",""nykOeWgQcHM"",""9H6muyZjms0"",""0jljZRnHwOI"",""9H6muyZjms0"",""WPSeyjX1-4s"",""9H6muyZjms0"",""0jljZRnHwOI"",""0jljZRnHwOI""]","[2218.38,2317.36,1133.84,2406.74,1331.065,1012.27,629.41,511.92,1174.34,1476.11]","[2317.36,2406.74,1210.79,2477.28,1402.68,1081.57,692.75,579.82,1251.689,1555.78]","[true,true,false,true,false,false,false,false,false,false]","[[1],[2],[],[3],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-017,What does the course say is the purpose of exception handling?,factual,2,"[""9H6muyZjms0""]",548,3,0.333333333,4,0,0,0.0,0,1,1,0.5,0,1,2,1.0,1,1,2,1.0,1,"[""9H6muyZjms0:fixed_wp240_o48_v1:19"",""9H6muyZjms0:fixed_wp240_o48_v1:23"",""9H6muyZjms0:fixed_wp240_o48_v1:21"",""9H6muyZjms0:fixed_wp240_o48_v1:26"",""9H6muyZjms0:fixed_wp240_o48_v1:22"",""9H6muyZjms0:fixed_wp240_o48_v1:20"",""9H6muyZjms0:fixed_wp240_o48_v1:31"",""9H6muyZjms0:fixed_wp240_o48_v1:32"",""9H6muyZjms0:fixed_wp240_o48_v1:24"",""9H6muyZjms0:fixed_wp240_o48_v1:0""]","[0.56904924,0.51280326,0.5025301,0.46572596,0.4506231,0.43365756,0.41787195,0.39941734,0.38899741,0.36948583]","[""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0""]","[1284.36,1602.85,1443.59,1826.24,1534.46,1367.392,2218.38,2317.36,1684.259,0.79]","[1368.85,1681.031,1534.46,1907.09,1602.85,1443.59,2317.36,2406.74,1751.084,75.69]","[false,false,true,true,false,false,false,false,false,false]","[[],[],[1],[2],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-018,What does black-box testing examine according to the course?,factual,1,"[""9H6muyZjms0""]",548,2,0.5,2,0,0,0.0,0,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""9H6muyZjms0:fixed_wp240_o48_v1:9"",""9H6muyZjms0:fixed_wp240_o48_v1:8"",""9H6muyZjms0:fixed_wp240_o48_v1:6"",""nykOeWgQcHM:fixed_wp240_o48_v1:16"",""9H6muyZjms0:fixed_wp240_o48_v1:11"",""0jljZRnHwOI:fixed_wp240_o48_v1:13"",""9H6muyZjms0:fixed_wp240_o48_v1:31"",""9H6muyZjms0:fixed_wp240_o48_v1:32"",""nykOeWgQcHM:fixed_wp240_o48_v1:3"",""9H6muyZjms0:fixed_wp240_o48_v1:4""]","[0.51633978,0.42558628,0.36656004,0.35719192,0.35648507,0.34938034,0.33020097,0.32187197,0.32041615,0.30950743]","[""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""nykOeWgQcHM"",""9H6muyZjms0"",""0jljZRnHwOI"",""9H6muyZjms0"",""9H6muyZjms0"",""nykOeWgQcHM"",""9H6muyZjms0""]","[579.82,511.92,383.22,1133.84,722.394,977.22,2218.38,2317.36,194.436,248.15]","[657.1,579.82,446.96,1210.79,802.47,1050.65,2317.36,2406.74,258.73,319.93]","[false,true,false,false,false,false,false,false,false,false]","[[],[1],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-019,"According to the lecture, what is the goal of bisection search?",factual,1,"[""6LOwPhPDwVc""]",548,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""6LOwPhPDwVc:fixed_wp240_o48_v1:1"",""7lQXYl_L28w:fixed_wp240_o48_v1:8"",""SE4P7IVCunE:fixed_wp240_o48_v1:33"",""SE4P7IVCunE:fixed_wp240_o48_v1:32"",""7lQXYl_L28w:fixed_wp240_o48_v1:13"",""6LOwPhPDwVc:fixed_wp240_o48_v1:5"",""SE4P7IVCunE:fixed_wp240_o48_v1:18"",""SE4P7IVCunE:fixed_wp240_o48_v1:1"",""6LOwPhPDwVc:fixed_wp240_o48_v1:2"",""SE4P7IVCunE:fixed_wp240_o48_v1:29""]","[0.64569348,0.5790717,0.54950827,0.53617203,0.48140278,0.47637543,0.44055367,0.43710637,0.42905468,0.42731142]","[""6LOwPhPDwVc"",""7lQXYl_L28w"",""SE4P7IVCunE"",""SE4P7IVCunE"",""7lQXYl_L28w"",""6LOwPhPDwVc"",""SE4P7IVCunE"",""SE4P7IVCunE"",""6LOwPhPDwVc"",""SE4P7IVCunE""]","[80.55,475.86,2389.06,2316.66,738.06,306.76,1323.75,81.31,142.04,2117.352]","[144.96,530.14,2460.46,2386.49,787.56,363.07,1393.247,150.77,198.599,2187.79]","[true,false,false,false,false,false,false,false,false,false]","[[1],[],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-020,"How does the lecture use len, indexing, and slicing to inspect or extract parts of a string?",factual,2,"[""SE4P7IVCunE""]",548,1,1.0,3,1,1,0.5,0,1,2,1.0,1,1,2,1.0,1,1,2,1.0,1,"[""SE4P7IVCunE:fixed_wp240_o48_v1:2"",""MjbuarJ7SE0:fixed_wp240_o48_v1:0"",""SE4P7IVCunE:fixed_wp240_o48_v1:5"",""SE4P7IVCunE:fixed_wp240_o48_v1:3"",""SE4P7IVCunE:fixed_wp240_o48_v1:6"",""4WtaFLayz_w:fixed_wp240_o48_v1:0"",""RvRKT-jXvko:fixed_wp240_o48_v1:13"",""SE4P7IVCunE:fixed_wp240_o48_v1:12"",""RvRKT-jXvko:fixed_wp240_o48_v1:23"",""-jjUoTiaSHw:fixed_wp240_o48_v1:0""]","[0.59348917,0.55282915,0.55262744,0.550161,0.528503,0.51438075,0.50245631,0.49969882,0.49854597,0.48849162]","[""SE4P7IVCunE"",""MjbuarJ7SE0"",""SE4P7IVCunE"",""SE4P7IVCunE"",""SE4P7IVCunE"",""4WtaFLayz_w"",""RvRKT-jXvko"",""SE4P7IVCunE"",""RvRKT-jXvko"",""-jjUoTiaSHw""]","[150.77,0.79,365.44,222.01,440.11,0.79,946.68,896.88,1616.37,0.79]","[222.01,79.82,443.2,294.57,532.51,70.64,1009.75,957.89,1677.327,84.18]","[true,false,true,true,true,false,false,false,false,false]","[[1],[],[2],[1],[2],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-021,How does the course explain the role of Boolean comparisons in branching?,concept_explanation,1,"[""0jljZRnHwOI""]",548,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""0jljZRnHwOI:fixed_wp240_o48_v1:13"",""9H6muyZjms0:fixed_wp240_o48_v1:10"",""FlGjISF3l78:fixed_wp240_o48_v1:39"",""9H6muyZjms0:fixed_wp240_o48_v1:11"",""0jljZRnHwOI:fixed_wp240_o48_v1:21"",""0jljZRnHwOI:fixed_wp240_o48_v1:20"",""0jljZRnHwOI:fixed_wp240_o48_v1:19"",""SE4P7IVCunE:fixed_wp240_o48_v1:0"",""0jljZRnHwOI:fixed_wp240_o48_v1:18"",""6LOwPhPDwVc:fixed_wp240_o48_v1:22""]","[0.52837968,0.50143832,0.48504168,0.4687694,0.4366796,0.43538868,0.38913932,0.37535828,0.36647135,0.36586195]","[""0jljZRnHwOI"",""9H6muyZjms0"",""FlGjISF3l78"",""9H6muyZjms0"",""0jljZRnHwOI"",""0jljZRnHwOI"",""0jljZRnHwOI"",""SE4P7IVCunE"",""0jljZRnHwOI"",""6LOwPhPDwVc""]","[977.22,657.1,2709.251,722.394,1555.78,1476.11,1402.68,0.79,1331.065,1309.504]","[1050.65,724.06,2771.69,802.47,1626.08,1555.78,1476.11,81.31,1402.68,1361.41]","[true,false,false,false,false,false,false,false,false,false]","[[1],[],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-022,Why is a dictionary more suitable than a list for key-value lookup?,concept_explanation,3,"[""WPSeyjX1-4s"",""7lQXYl_L28w""]",548,2,0.5,3,0,0,0.0,0,1,3,1.0,1,1,3,1.0,1,1,3,1.0,1,"[""WPSeyjX1-4s:fixed_wp240_o48_v1:39"",""WPSeyjX1-4s:fixed_wp240_o48_v1:40"",""7lQXYl_L28w:fixed_wp240_o48_v1:50"",""WPSeyjX1-4s:fixed_wp240_o48_v1:37"",""WPSeyjX1-4s:fixed_wp240_o48_v1:36"",""WPSeyjX1-4s:fixed_wp240_o48_v1:38"",""WPSeyjX1-4s:fixed_wp240_o48_v1:35"",""WPSeyjX1-4s:fixed_wp240_o48_v1:45"",""WPSeyjX1-4s:fixed_wp240_o48_v1:48"",""RvRKT-jXvko:fixed_wp240_o48_v1:15""]","[0.68238497,0.60590184,0.57627308,0.56917691,0.56915081,0.54936129,0.52122504,0.49690589,0.43991667,0.43225703]","[""WPSeyjX1-4s"",""WPSeyjX1-4s"",""7lQXYl_L28w"",""WPSeyjX1-4s"",""WPSeyjX1-4s"",""WPSeyjX1-4s"",""WPSeyjX1-4s"",""WPSeyjX1-4s"",""WPSeyjX1-4s"",""RvRKT-jXvko""]","[2335.91,2394.254,2890.43,2218.12,2155.67,2279.65,2096.949,2678.13,2832.67,1066.72]","[2394.254,2451.17,2947.144,2281.74,2218.12,2338.21,2155.67,2728.95,2893.41,1138.28]","[false,true,true,false,false,false,false,false,false,false]","[[],[1],[2,3],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-023,How does the course explain abstraction when functions are used in a program?,concept_explanation,2,"[""6LOwPhPDwVc"",""MjbuarJ7SE0""]",548,1,1.0,37,1,1,0.5,0,1,1,0.5,0,1,1,0.5,0,1,1,0.5,0,"[""MjbuarJ7SE0:fixed_wp240_o48_v1:7"",""MjbuarJ7SE0:fixed_wp240_o48_v1:8"",""MjbuarJ7SE0:fixed_wp240_o48_v1:12"",""MjbuarJ7SE0:fixed_wp240_o48_v1:3"",""MjbuarJ7SE0:fixed_wp240_o48_v1:10"",""RvRKT-jXvko:fixed_wp240_o48_v1:0"",""nykOeWgQcHM:fixed_wp240_o48_v1:4"",""9H6muyZjms0:fixed_wp240_o48_v1:4"",""QaOHeMnpnmU:fixed_wp240_o48_v1:0"",""MjbuarJ7SE0:fixed_wp240_o48_v1:15""]","[0.65580881,0.61628723,0.58362746,0.58302546,0.57207876,0.565377,0.55940151,0.5394063,0.53864974,0.51260006]","[""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""RvRKT-jXvko"",""nykOeWgQcHM"",""9H6muyZjms0"",""QaOHeMnpnmU"",""MjbuarJ7SE0""]","[489.24,555.63,824.17,212.985,671.59,0.79,258.73,248.15,0.79,1045.92]","[555.63,610.32,896.37,282.54,747.34,79.02,329.0,319.93,95.7,1113.49]","[true,false,false,false,false,false,false,false,false,false]","[[2],[],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-025,How does the course explain the role of inheritance in object-oriented programming?,concept_explanation,1,"[""FlGjISF3l78""]",548,2,0.5,2,0,0,0.0,0,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""FlGjISF3l78:fixed_wp240_o48_v1:1"",""FlGjISF3l78:fixed_wp240_o48_v1:19"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:0"",""FlGjISF3l78:fixed_wp240_o48_v1:0"",""nykOeWgQcHM:fixed_wp240_o48_v1:4"",""FlGjISF3l78:fixed_wp240_o48_v1:31"",""FlGjISF3l78:fixed_wp240_o48_v1:40"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:9"",""8s0d87sjy1A:fixed_wp240_o48_v1:0"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:8""]","[0.63597655,0.5850141,0.53441763,0.52483821,0.51945466,0.51359761,0.49430782,0.47387293,0.47065598,0.46975937]","[""FlGjISF3l78"",""FlGjISF3l78"",""-DP1i2ZU9gk"",""FlGjISF3l78"",""nykOeWgQcHM"",""FlGjISF3l78"",""FlGjISF3l78"",""-DP1i2ZU9gk"",""8s0d87sjy1A"",""-DP1i2ZU9gk""]","[83.06,1375.31,0.79,0.79,258.73,2119.02,2771.69,650.24,0.69,577.38]","[157.8,1447.99,91.0,83.06,329.0,2191.8,2839.45,723.98,78.6,650.24]","[false,true,false,false,false,false,false,false,false,false]","[[],[1],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-026,What happens when a list element is accessed using an index?,code_behavior,2,"[""o9nW0uBqvEo"",""-DP1i2ZU9gk""]",548,1,1.0,4,1,1,0.5,0,1,1,0.5,0,1,2,1.0,1,1,2,1.0,1,"[""-DP1i2ZU9gk:fixed_wp240_o48_v1:4"",""RvRKT-jXvko:fixed_wp240_o48_v1:13"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:5"",""o9nW0uBqvEo:fixed_wp240_o48_v1:43"",""o9nW0uBqvEo:fixed_wp240_o48_v1:40"",""RvRKT-jXvko:fixed_wp240_o48_v1:19"",""RvRKT-jXvko:fixed_wp240_o48_v1:16"",""WPSeyjX1-4s:fixed_wp240_o48_v1:35"",""7lQXYl_L28w:fixed_wp240_o48_v1:9"",""WPSeyjX1-4s:fixed_wp240_o48_v1:34""]","[0.56977916,0.53436631,0.53367615,0.51371181,0.50387561,0.48729748,0.48443815,0.4790363,0.44641209,0.44158518]","[""-DP1i2ZU9gk"",""RvRKT-jXvko"",""-DP1i2ZU9gk"",""o9nW0uBqvEo"",""o9nW0uBqvEo"",""RvRKT-jXvko"",""RvRKT-jXvko"",""WPSeyjX1-4s"",""7lQXYl_L28w"",""WPSeyjX1-4s""]","[293.63,946.68,364.34,2573.418,2392.33,1358.92,1138.28,2096.949,530.14,2038.65]","[364.34,1009.75,428.3,2635.73,2456.18,1423.31,1208.93,2155.67,583.8,2096.949]","[true,false,false,true,false,false,false,false,false,false]","[[2],[],[],[1],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-027,How does a for loop process the characters in a string?,code_behavior,1,"[""SE4P7IVCunE""]",548,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""SE4P7IVCunE:fixed_wp240_o48_v1:13"",""SE4P7IVCunE:fixed_wp240_o48_v1:12"",""SE4P7IVCunE:fixed_wp240_o48_v1:2"",""SE4P7IVCunE:fixed_wp240_o48_v1:10"",""SE4P7IVCunE:fixed_wp240_o48_v1:16"",""RvRKT-jXvko:fixed_wp240_o48_v1:8"",""4WtaFLayz_w:fixed_wp240_o48_v1:0"",""SE4P7IVCunE:fixed_wp240_o48_v1:3"",""SE4P7IVCunE:fixed_wp240_o48_v1:14"",""0jljZRnHwOI:fixed_wp240_o48_v1:35""]","[0.66101086,0.57666713,0.57516098,0.56373346,0.5627861,0.5588882,0.53266203,0.52689958,0.51029634,0.50840181]","[""SE4P7IVCunE"",""SE4P7IVCunE"",""SE4P7IVCunE"",""SE4P7IVCunE"",""SE4P7IVCunE"",""RvRKT-jXvko"",""4WtaFLayz_w"",""SE4P7IVCunE"",""SE4P7IVCunE"",""0jljZRnHwOI""]","[955.724,896.88,150.77,744.57,1171.5,574.83,0.79,222.01,1035.67,2560.7]","[1035.67,957.89,222.01,818.6,1255.29,642.9,70.64,294.57,1100.82,2602.42]","[true,false,false,false,false,false,false,false,false,false]","[[1],[],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-029,How does a function return a value to its caller?,code_behavior,1,"[""MjbuarJ7SE0""]",548,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,"[""MjbuarJ7SE0:fixed_wp240_o48_v1:12"",""MjbuarJ7SE0:fixed_wp240_o48_v1:17"",""MjbuarJ7SE0:fixed_wp240_o48_v1:10"",""MjbuarJ7SE0:fixed_wp240_o48_v1:14"",""MjbuarJ7SE0:fixed_wp240_o48_v1:25"",""MjbuarJ7SE0:fixed_wp240_o48_v1:33"",""MjbuarJ7SE0:fixed_wp240_o48_v1:13"",""RvRKT-jXvko:fixed_wp240_o48_v1:5"",""4gPwo38MNss:fixed_wp240_o48_v1:2"",""MjbuarJ7SE0:fixed_wp240_o48_v1:23""]","[0.60141599,0.56989419,0.54186463,0.53320134,0.53237647,0.52463591,0.52327073,0.52048677,0.51354504,0.48958671]","[""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""MjbuarJ7SE0"",""RvRKT-jXvko"",""4gPwo38MNss"",""MjbuarJ7SE0""]","[824.17,1185.34,671.59,976.88,1736.85,2322.35,892.91,364.63,129.229,1606.83]","[896.37,1253.9,747.34,1045.92,1812.21,2396.83,976.88,444.26,153.11,1675.64]","[true,false,false,false,false,false,true,false,false,false]","[[1],[],[],[],[],[],[1],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-030,What role does self play when a method is called on an object?,code_behavior,2,"[""-DP1i2ZU9gk""]",548,1,1.0,1,1,2,1.0,1,1,2,1.0,1,1,2,1.0,1,1,2,1.0,1,"[""-DP1i2ZU9gk:fixed_wp240_o48_v1:13"",""FlGjISF3l78:fixed_wp240_o48_v1:24"",""FlGjISF3l78:fixed_wp240_o48_v1:3"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:18"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:21"",""FlGjISF3l78:fixed_wp240_o48_v1:7"",""goalLDamePE:fixed_wp240_o48_v1:1"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:29"",""FlGjISF3l78:fixed_wp240_o48_v1:2"",""-DP1i2ZU9gk:fixed_wp240_o48_v1:17""]","[0.58800304,0.57002485,0.55355537,0.50802445,0.50149101,0.49273223,0.46816745,0.46562785,0.46230316,0.45455265]","[""-DP1i2ZU9gk"",""FlGjISF3l78"",""FlGjISF3l78"",""-DP1i2ZU9gk"",""-DP1i2ZU9gk"",""FlGjISF3l78"",""goalLDamePE"",""-DP1i2ZU9gk"",""FlGjISF3l78"",""-DP1i2ZU9gk""]","[933.3,1689.95,229.06,1328.72,1557.62,544.77,63.59,2163.71,157.8,1259.45]","[1013.37,1748.91,308.2,1408.4,1625.16,606.486,84.95,2230.41,231.46,1328.72]","[true,false,false,false,false,false,false,false,false,false]","[[1,2],[],[],[],[],[],[],[],[],[]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-031,What happens when a list is mutated through one of several aliases?,code_behavior,2,"[""RvRKT-jXvko""]",548,4,0.25,5,0,0,0.0,0,0,0,0.0,0,1,2,1.0,1,1,2,1.0,1,"[""RvRKT-jXvko:fixed_wp240_o48_v1:22"",""RvRKT-jXvko:fixed_wp240_o48_v1:28"",""SrkqbLOQcEo:fixed_wp240_o48_v1:1"",""RvRKT-jXvko:fixed_wp240_o48_v1:29"",""RvRKT-jXvko:fixed_wp240_o48_v1:26"",""RvRKT-jXvko:fixed_wp240_o48_v1:20"",""RvRKT-jXvko:fixed_wp240_o48_v1:31"",""RvRKT-jXvko:fixed_wp240_o48_v1:30"",""RvRKT-jXvko:fixed_wp240_o48_v1:25"",""RvRKT-jXvko:fixed_wp240_o48_v1:27""]","[0.60796279,0.58898312,0.56454825,0.56141043,0.51386619,0.49493057,0.47423029,0.47182822,0.46702439,0.44640335]","[""RvRKT-jXvko"",""RvRKT-jXvko"",""SrkqbLOQcEo"",""RvRKT-jXvko"",""RvRKT-jXvko"",""RvRKT-jXvko"",""RvRKT-jXvko"",""RvRKT-jXvko"",""RvRKT-jXvko"",""RvRKT-jXvko""]","[1549.47,1965.56,76.05,2035.41,1817.88,1423.31,2186.19,2109.64,1749.57,1894.01]","[1616.37,2035.41,144.05,2109.64,1896.05,1484.35,2274.8,2190.3,1818.84,1965.56]","[false,false,false,true,true,false,false,true,false,true]","[[],[],[],[1],[2],[],[],[1],[],[2]]",
mit60001_dense_304f7bc8ee6b2b73,fixed_wp240_o48_v1,mit60001-q-032,What happens when an exception is raised and no matching handler is used?,code_behavior,2,"[""9H6muyZjms0""]",548,1,1.0,4,1,1,0.5,0,1,1,0.5,0,1,2,1.0,1,1,2,1.0,1,"[""9H6muyZjms0:fixed_wp240_o48_v1:21"",""9H6muyZjms0:fixed_wp240_o48_v1:19"",""9H6muyZjms0:fixed_wp240_o48_v1:23"",""9H6muyZjms0:fixed_wp240_o48_v1:26"",""9H6muyZjms0:fixed_wp240_o48_v1:33"",""9H6muyZjms0:fixed_wp240_o48_v1:22"",""9H6muyZjms0:fixed_wp240_o48_v1:24"",""9H6muyZjms0:fixed_wp240_o48_v1:20"",""9H6muyZjms0:fixed_wp240_o48_v1:31"",""6LOwPhPDwVc:fixed_wp240_o48_v1:16""]","[0.46061707,0.45384845,0.44352922,0.35269552,0.3526614,0.32580829,0.3163335,0.31110632,0.27379468,0.27018541]","[""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""9H6muyZjms0"",""6LOwPhPDwVc""]","[1443.59,1284.36,1602.85,1826.24,2406.74,1534.46,1684.259,1367.392,2218.38,911.16]","[1534.46,1368.85,1681.031,1907.09,2477.28,1602.85,1751.084,1443.59,2317.36,967.27]","[true,false,false,true,false,false,false,true,false,false]","[[1],[],[],[2],[],[],[],[1],[],[]]",
